停車場ID,停車場名稱,地址,即時剩餘車位
050247,Times新莊西盛街停車場,新北市新莊區西盛街220號旁停車場,-9
010269,Times樹林佳園路三段停車場,新北市樹林區佳園路3段和學勤路交叉口,-9
040062,Times 永和仁愛路停車場,新北市永和區仁愛路318號旁,-9
020143,五谷王三停車場,新北市三重區五谷王北街181-1號對面空地,-9
030020,錦和高中收費停車場,新北市中和區錦和路163號,-9
180006,深坑公有市場附設停車場,新北市深坑區平埔街22巷8號旁空地,-9
130094,禾典中央站停車場,新北市土城區中華路1段221號B1/汽車476~570號車格位，機車122~223號車格位,-9
030161,MIT-2地下停車場,新北市中和區立德街73號B1/329、343~346、354~359、361、364、365、369、370、391、392、397~400、430號車格位,-9
070048,秋煌停車場,新北市樹林區東大街144號對面,-9
010267,南雅停車場,新北市板橋區南雅西路1段61號,-9
110070,汐止樟樹停車場,新北市汐止區國道3號12K+065至12K+155高架橋下,-9
030058,艾德蒙海外股份有限公司停車場,新北市中和區建一路176號B2,-9
100015,艾德蒙海外股份有限公司淡水竹圍第一期停車場,新北市淡水區民族路33巷10號B2/28、29、60號車格位,-9
100014,艾德蒙海外股份有限公司淡水竹圍第二期停車場,新北市淡水區民族路31巷28~100號B2、B3,-9
100013,艾德蒙海外股份有限公司淡水竹圍第三期停車場,新北市淡水區民族路31巷1號B2、B3,-9
010031,板橋車站地下停車場,新北市板橋區縣民大道2段7號B1~B3,120
010154,板橋區臺65高架橋下(橋墩編號P93至P94)臨時平面停車場,新北市板橋區環河西路及板城路交叉口(華中公園旁)停車場,23
010064,馥都飯店停車場,新北市板橋區縣民大道1段189號B1~B4/1~49號車格位,-9
030067,中安停車場,新北市中和區南山路159號B1/1~27及31~102號車格位,-9
040061,天琴停車場,新北市永和區環河東路4段對面河堤內停車場,-9
100054,新北市滬尾藝文休閒園區停車場,新北市淡水區中正路1段2號B1、1F、2F,-9
010216,環翠段臨時平面停車場,新北市板橋區文新路與仁化街交叉口停車場,124
010134,全群停車場,新北市板橋區四維路230巷2號,-9
150046,太豐停車場,新北市五股區夏綠地街17號,-9
010170,板橋區江翠段122地號平面停車場,新北市板橋區華江一路377號旁,10
130070,金城平面停車場,新北市土城區金城路2段與明德路1段交叉口,-9
050099,新北市興化國小附設停車場,新北市新莊區五工二路50巷2號,-9
170101,台灣聯通林口新寮停車場,新北市林口區仁愛路1段285巷2號B1,-9
150026,新北市勞工活動中心地下停車場,新北市五股區五工六路9號B1,-9
130027,嵿埔之星科技廣場停車場,新北市土城區中央路4段51號1樓及E棟2F、3F,-9
090062,Times三峽中山路停車場,新北市三峽區中山路299巷3號對面,-9
050163,昌和停車場,新北市新莊區昌和街與昌平街交叉口,-9
080055,鶯歌大明昌停車場,新北市鶯歌區建國路33號旁,-9
030063,智富連城工商園區停車場,新北市中和區連城路232-1號B1/1、2、184~195、218~225號車格位,-9
230029,全聯八里商港停車場,新北市八里區商港一路197號/1~11號車格位,-9
150047,全聯五股新五停車場,新北市五股區新五路3段120號,-9
090063,Times三峽和平街停車場,新北市三峽區和平街29巷8號旁,-9
080057,尖山國中戶外停車場,新北市鶯歌區國中街1號,-9
170062,台灣聯通林口文林停車場,新北市林口區文化三路1段447巷29號對面空地,-9
110086,豪欣停車場,新北市汐止區福德二路29號旁,-9
170047,廣停二平面停車場,新北市林口區文化三路1段及仁愛一路交叉口,0
170046,廣停三平面停車場,新北市林口區文化二路1段與文化二路1段309巷交叉口,2
170045,廣停四平面停車場,新北市林口區文化三路1段394巷,18
010157,廣停六平面停車場,新北市林口區仁愛一路及民富街交叉口,0
170044,廣停七平面停車場,新北市林口區文化三路1段394巷及文化二路1段241巷交叉口,40
050252,新莊福營機車停車場,新北市新莊區福營路97巷10號旁,-9
010204,Times 板橋大觀路二段停車場,新北市板橋區大觀路二段174巷134號對面,-9
020230,俥萊有限公司大榮場停車場,新北市三重區大榮街53號旁空地,-9
140047,比活力停車場,新北市蘆洲區信義路165號,-9
110101,驛林交通股份有限公司汐止站停車場,新北市汐止區中興路168號B2/1~11及13~102號車格位,-9
040025,漢傑企業-永安站停車場,新北市永和區中和路499號B2/86~137號車位,-9
160024,嘟嘟房泰山泰林站停車場,新北市泰山區泰林路2段66號旁空地,-9
020026,社教館地下停車場,新北市三重區集美街60號B1,12
020021,行政大樓附設停車場,新北市三重區新北大道1段11號旁/73~99、102~152及158號車格,12
020017,綜合體育館地下停車場,新北市三重區新北大道1段2號B1、B2,75
140040,頂富御寶6大樓停車場,新北市蘆洲區長興路182號B1,-9
090064,Times三峽文化路停車場,新北市三峽區文化路120巷22弄5號斜對面,-9
030133,敦成大樓收費停車場,新北市中和區立德街199號B2、B3,-9
140068,蘆洲光復路停車場,新北市蘆洲區光復路41巷21號旁空地,-9
110038,三多停車場,新北市汐止區建成路59巷底,-9
060142,新北市寶高智慧產業園區停車場,新北市新店區寶高路26~30號1樓,-9
050254,新莊豐盛地下停車場,新北市新莊區豐盛二街8號B1(484~515)、B2(387~480),-9
050200,民安國小地下停車場,新北市新莊區民安路261號B1、B2,40
040054,網溪國小地下停車場,新北市永和區竹林路79號B1~B3,161
120016,瑞芳區漁會第一停車場,新北市瑞芳區深澳路189-5號前方入口,-9
040077,永和保平停車場,新北市永和區永貞路390號旁空地,-9
060031,江陵禮一期停車場,新店區民權路63、65、67號B5~B7,-9
130042,城市車旅家樂福土城店停車場,新北市土城區青雲路152號B3~B5,-9
260007,龍洞灣海洋公園停車場,新北市貢寮區龍洞街63-8號,-9
060148,裕隆城停車場,新北市新店區中興路3段70號B1，B2/442~825號汽車格及1~27號卸貨車格，B3,613
010208,USPACE新莊濕地場停車場,新北市新莊區富貴路與昌平街交叉入口/公園對面,-9
050166,USPACE新莊昌平場停車場,新北市新莊區富貴路111號/警局對面停車場,-9
100022,淡水中正機車停車場,新北市淡水區中正路115號B1,-9
100031,淡水中山機車停車場,新北市淡水區中山路77號2、3樓,-9
010276,板橋台65高架橋下湳仔溝A區停車場,新北市板橋區板城路433之1號對面空地停車場,15
010275,板橋台65高架橋下湳仔溝B區停車場,B區：新北市板橋區板城路271-1號對面空地,9
070028,家樂福樹林場停車場,新北市樹林區大安路118號1F、B1、B2,-9
020123,光復平面停車場,新北市三重區頂文路及神農街交叉口,41
120018,新九號停車場,新北市瑞芳區102縣道(瑞金公路)12公里處,-9
040056,頂溪國小地下停車場,新北市永和區文化路133號B1~B3,29
030112,光寶科技中和大樓C棟停車場,新北市中和區建六路77號B1、B2,-9
030051,助安168中和興南停車場,新北市中和區興南路2段131-2號,-9
020095,Times三重三信路停車場,新北市三重區三信路126號旁停車場,-9
240002,十分第二停車場,新北市平溪區靜安路3段356-3號,-9
230032,八里停五平面停車場,新北市八里區賢三街與大崁二街交叉口,30
230031,八里中庄段平面停車場,新北市八里區文昌路與文昌五街交叉口,83
230010,八里龍形平面停車場,新北市八里區龍米路1段與龍形一街交叉口,19
130118,Times土城中州路停車場,新北市土城區中州路30巷內/仁基京品接待中心對面,-9
030096,宏達經營管理顧問有限公司安平停車場,新北市中和區安平路109號B1,-9
110074,汐止樟樹二路停車場,新北市汐止區樟樹二路342巷高架橋下,-9
110013,汐止區金龍市場地下停車場,新北市汐止區中興路250號B1,21
040071,吉美一品收費停車場,新北市永和區竹林路68號B1/283~301號汽車格位及1~19號機車格位,-9
080058,福吉停車場,新北市鶯歌區鳳吉二街136號對面,-9
050113,宜家家居股份有限公司新莊分公司戶外停車場,新北市新莊區中正路1號1樓停車場,-9
010114,國立臺灣藝術大學停車場,新北市板橋區大觀路1段59號1F/10~53、63~106號車格位,-9
020135,三重區力行地下停車場,新北市三重區永福街10巷8號B1~B3,38
110083,汐止區星光橋南側平面停車場,新北市汐止區建成路178巷旁,32
030120,積穗國小地下停車場,新北市中和區員山路154號B1、B2,80
170059,林口福朋喜來登地下停車場,新北市林口區文化三路1段1號B1/357~566號機車位，B2/373~498、508~526號、B3/235~263號、B4/57~79號汽車位,-9
280010,野柳海洋世界停車場,新北市萬里區野柳里港東路167-3號,-9
050257,麗寶商業大樓停車場,新北市新莊區中華路3段216號B1、B3,-9
100228,台灣大車位淡海場停車場,新北市淡水區淡海路18號,-9
070069,樹林車站前站A區停車場,新北市樹林區樹林火車站/臨鎮前街左右2側,-9
010277,板橋台65高架橋下湳仔溝C區停車場,新北市板橋區板城路179-1號對面空地,5
060138,新店行政園區市政廳地下停車場,新北市新店區北新路1段86號B1/76~145、213~250、495~496、555~804號機車格、B3/398~502號及B4/244~255、269~303、316~322號汽車格(新店區行政段891地號),9
080059,台灣大車位光明街場停車場,新北市鶯歌區光明街68號旁空地,-9
260008,貢寮龍洞灣平面停車場,新北市貢寮區龍洞街63-8號旁空地停車場,-9
240001,平溪停三停車場,新北市平溪區南山坪136號對面空地,111
020059,三重力行停車場,新北市三重區力行路1段54號旁空地,-9
050259,嘟嘟房新莊中港國小站停車場,新北市新莊區中和街與中和街82巷口,-9
170103,林口忠孝路停車場,新北市林口區忠孝路531巷19號對面空地,-9
270006,金美停車場,新北市金山區金美街7號旁,-9
010175,板橋區江翠水岸特區停四平面停車場,新北市板橋區藝文一街與板城路交叉處,23
010174,江翠國小地下停車場,新北市板橋區文化路2段413號B1、B2,40
100229,佳美停車場,新北市淡水區沙崙路257號隔壁,-9
100016,忠佑停車場,新北市淡水區民族路31巷1號B1,-9
020206,三重區光榮國小地下停車場,新北市三重區介壽路32號B1、B2,105
170104,嘟嘟房林口文化三路3站停車場,新北市林口區文化三路2段251號旁停車場,-9
110034,遠東世界中心地下三樓停車場,新北市汐止區新台五路1段79號B3,-9
020004,三重區重新立體停車場,新北市三重區重安街1號,31
110055,北峰國小附設停車場,新北市汐止區環河街1號,-9
010252,嘟嘟房板橋英士站停車場,新北市板橋區英士路58巷19號旁,-9
070064,祭祀公業簡萬寧停車場,新北市樹林區大安路537巷內,-9
230009,埤頭平面停車場,新北市八里區中山路一段268巷旁,39
070071,樹林中山停車場,新北市樹林區中山路2段151巷15弄30號旁空地,-9
010282,高爾富立體停車場,新北市板橋區高爾富路303號,-9
060140,新店安康場停車場,新北市新店區安德路45號旁,-9
010112,台灣聯通江子翠停車場,新北市板橋區縣民大道3段155號旁,-9
130119,Times土城大暖路停車場,新北市土城區大暖路108號旁,-9
100232,嘟嘟房淡水新市站停車場,新北市淡水區新市二路3段90號旁空地,-9
230033,萊客有限公司八里忠二場停車場,新北市八里區忠二街與文心街交叉口空地,-9
020073,三重區永福國小地下停車場,新北市三重區永福街66號B1、B2,40
140025,Times 蘆洲長樂路第2停車場,新北市蘆洲區長樂路77號旁停車場,-9
050256,新莊鴻福段機車停車場,新北市新莊區思源路與思源路43巷交叉口外大漢橋下停車場,0
050202,永錡停車場有限公司昌平停車場,新北市新莊區中央路、昌平街交叉路口,-9
010082,亞東第一停車場,新北市板橋區南雅南路2段25號B1、B2,-9
040001,永和仁愛公園地下停車場,新北市永和區仁愛路244-1號B1、B2,160
060089,俥亭新店中正平面停車場,新北市新店區中正路30號旁空地,-9
140049,嘟嘟房蘆洲長榮站停車場,新北市蘆洲區長榮路58、60號B1/29、30、34、37、38號車格位及B2、B3,-9
030116,興南國小收費停車場,新北市中和區興南路1段135巷24號B1,-9
170036,九樹社區停車場,新北市林口區公園路120-1號B1,-9
100233,福容大飯店淡水漁人碼頭附設停車場,新北市淡水區觀海路83號B1,-9
010284,板橋區江翠段190地號平面停車場,新北市板橋區長江路2段73號後方空地停車場,21
070057,高鐵樹林段橋下停車場,新北市樹林區中正路188-6號旁,-9
110102,忠孝停車場,新北市汐止區新台五路2段1號旁空地,-9
110064,永和國民運動中心地下停車場,新北市永和區永利路250號B1~B3,89
140021,蘆洲區蘆洲國小地下停車場,新北市蘆洲區中正路100號B1~B2,69
140041,蘆洲區鴨母港抽水站平面停車場,新北市蘆洲區永安南路與環堤大道交叉處及永安南路與長安街223巷交叉處,38
170039,MITSUI  OUTLET  PARK  收費停車場,新北市林口區文化三路1段356號,1618
030126,中和景新立體停車場,新北市中和區景新街399巷12號,45
060081,白金花園收費停車場,新北市新店區安興路77號B1、B2,-9
070045,樹林秀泰廣場停車場,新北市樹林區樹新路40-6號/B1、4F、5F、7F~9F、11F,-9
020105,富鴻達國際事業有限公司愛買三重營業處停車場,新北市三重區中正北路193巷45號B1、B2,-9
010065,中華電信學院第一停車場,新北市板橋區民族路168號,-9
020180,Times三重忠孝路三段停車場,新北市三重區忠孝路3段162號旁巷弄內,-9
170106,博客停車-文化北場停車場,新北市林口區文化北路1段153、155號1F/2~11號車格位,-9
110001,汐止智興立體停車場,新北市汐止區忠孝東路1號,103
110054,汐止區橫科停車場,新北市汐止區橫科路119號左測約100公尺處,-9
070020,八德停車場,新北市樹林區太平路11號旁,-9
040048,振順停車場,新北市永和區環河西路1段中正水門進入向左轉,-9
030123,新北市青年社會住宅中和館地下停車場,新北市中和區景德街5號B1/335、400號車格及B2、B3,-9
050262,文強新樹路停車場,新北市新莊區新樹路412號旁空地,-9
090036,禮頓企業有限公司大觀停車場,新北市三峽區大觀路101號旁空地,-9
050261,Times新莊中和街(月租)停車場,新北市新莊區中和街31巷16號旁,-9
170029,嘟嘟房林口文化一路站停車場,新北市林口區文化一路1段100巷16號旁,-9
030147,中和區捷運環狀線高架橋下B區機車停車場,新北市中和區景平路406號前高架橋下/橋墩編號P919~925,166
030148,中和區捷運環狀線高架橋下C區機車停車場,新北市中和區景平路408號前高架橋下/橋墩編號P1002、1003,5
050072,新莊國民運動中心停車場,新北市新莊區公園路11號1樓及B2、B3,135
010203,家樂福板橋停車場,新北市板橋區三民路2段31號B2,-9
030162,家樂福中和店停車場,新北市中和區中山路2段295號B4、B5,-9
060038,家樂福新店城室內停車場,新北市新店區中興路三段1號B1、B2,72
170105,胚空間停車場,新北市林口區文化北路1段60巷79號旁,-9
130017,新北市土城區公所行政大樓前廣場停車場,新北市土城區金城路1段101號,-9
080011,昌福國小停車場,新北市鶯歌區永明街22號1樓及B1,-9
100009,嘟嘟房捷運紅樹林站停車場,新北市淡水區中正東路2段68號,53
140015,嘟嘟房捷運蘆洲站停車場,新北市蘆洲區三民路386號B1,8
030019,中和國中停車場,新北市中和區興南路2段3巷17號,-9
040078,Times永和永貞路停車場,新北市永和區永貞路349號旁,-9
230034,台灣聯通八里龍形停車場,新北市八里區龍形二街2-2號2樓/3-17號車格位,-9
100050,美麗新廣場淡海店停車場,新北市淡水區義山路2段301、303、305號B1、B2,-9
160032,金璽收費停車場,新北市泰山區明志路3段510號B1/48~63、65~73、80號機車位、B2/117~126、138號及B3/40~54號汽車格位,-9
010228,鴻達停車場,新北市板橋區溪頭街陽光運動公園旁,-9
050132,A3新北產業園區站停車場,新北市新莊區五工路37號,0
050131,A4新莊副都心站停車場,新北市新莊區新北大道4段188號,4
160017,A5泰山站停車場,新北市泰山區新北大道4段431號,3
160018,A6泰山貴和站停車場,新北市泰山區新北大道6段460號,0
170052,A9林口站停車場,新北市林口區八德路290號,1
010287,Times板橋華江二路停車場,新北市板橋區華江二路與長江路3段1巷交叉口,-9
180009,Times深坑北深路二段停車場,新北市深坑區北深路2段81巷8弄10號旁,-9
090035,Times 三峽大德路停車場,新北市三峽區大德路157號旁,-9
020200,博客停車場開發股份有限公司迪卡儂三重場停車場,新北市三重區集美街18號1樓及頂層,-9
010009,民權立體停車場,新北市板橋區民權路89號,31
050189,新北宏匯公共停車場,新北市新莊區新北大道4段3號B2~B3及B4/731~736、811~979號(856號現場無劃設)車格,1187
020011,三重區中山高架橋下(中山段)平面停車場,新北市三重區中山高架橋下方橋墩編號P35至P51,0
020020,三重區環河快速高架橋下平面停車場,新北市三重區河邊北街70號對面，位於環河北路近開元公園至環河北路128巷,29
170022,家樂福林口店停車場,新北市林口區文化二路1段559號B2/745~803、805~833、835~879、70、71號車格位,-9
080032,168停車聯盟-鶯歌陶都場停車場,新北市鶯歌區中山路151-1號B1、B2,-9
070073,昇順停車場,新北市樹林區福順街31號對面,-9
040069,永和花園停車場,新北市永和區環河東路4段20號對面高灘地,-9
040070,永和花園停車二場,新北市永和區環河東路4段20號對面高灘地,-9
060033,江陵春一期(B1F)停車場,新北市新店區民權路113號B1/406、413、417、424~436、445、447、448、456、461、463、467~474、477、479、482、489、490、491、493、496、497、503、508、518號車位,-9
010059,鴻金寶地下收費停車場,新北市新莊區民安路188巷5號B3/1~130號車格位,-9
030078,博客停車場景平站,新北市中和區景平路250、252、254、256、258、260號B2/1~13、17、21~28、34~44、50~130號車位,-9
060016,新店區廣明平面停車場,新北市新店區北宜路1段39巷32號旁,12
060003,新店北新公有停車場,新北市新店區北新路1段92號B1、B2,9
010181,淡水民生立體停車場,新北市淡水區民生路27-1號,31
010243,音樂公園地下停車場,新北市板橋區大同街76號B1~B3,126
270015,中角灣停車場,新北市金山區海興路180之3 號對面,-9
010021,435藝文特區平面停車場,新北市板橋區環河西路5段502號,8
010027,板橋區浮洲橋下平面停車場,新北市板橋區大觀路3段8-1號後方,10
010016,板橋區溪洲公園平面停車場,新北市板橋區滿平街84巷102號對面,34
010015,板橋區崑崙公園停車場,新北市板橋區大觀路3段160巷31弄5號對面,27
150041,松政企業社停車場,新北市五股區芳洲一路、芳洲三路右邊20公尺處,-9
050246,Times新莊中港路停車場,新北市新莊區中港路430號旁,-9
170035,竹城長崎收費停車場,新北市林口區文化三路2段115巷2號B1,-9
020053,家樂福重新店停車場,新北市三重區重新路五段654號/B1、B2、5F及6F(均部分使用),-9
080060,福安停車場(鶯歌),新北市鶯歌區福安街68號右前方,-9
070074,國凱停車場,新北市樹林區國凱街19-1號對面,-9
050232,聯鈞榮富停車場,新北市新莊區中和街155巷24弄39號對面,-9
120010,瑞芳國民小學停車場,新北市瑞芳區中山路2號B1,-9
050128,Times 新莊中原東福前停車場,新北市新莊區福美街62巷55號對面,-9
030089,中和國民運動中心停車場,新北市中和區錦和路350之2號1樓、B1,23
050263,Times新莊中正路第3停車場,新北市新莊區中正路196號旁停車場,-9
170038,禮御停車場,新北市林口區吉祥路176號B1、B2,-9
020211,濟安三重B區停車場,新北市三重區國道路1段109號對面停車場,-9
140052,濟安三重(A區)停車場,新北市蘆洲區國道路2段40-1號對面高架橋下空地,-9
140070,民生街停車場,新北市蘆洲區民生街95號旁空地,-9
020110,苡富中興場停車場,新北市三重區成功路63號旁,-9
010257,三民平面停車場,新北市板橋區三民路1段129號,-9
110077,汐止明峰二平面停車場,新北市汐止區明峰街57號對面空地,-9
110053,汐止區林森停車場,新北市汐止區林森街73巷3號前約100公尺處,-9
060084,全球科技特區停車場,新北市新店區寶橋路235巷118號,-9
130120,Times土城科技路停車場,新北市土城區科技路/中央路4段49號後方,-9
040009,永平國小平面停車場,新北市永和區保生路25號1F/1~36號車格位,-9
070075,Times樹林學林路第2停車場,新北市樹林區學林路133號旁停車場,-9
130071,學成公園地下停車場,新北市土城區學成路81號B1~B3,43
130072,員和公園地下停車場,新北市土城區中央路2段59號B1,15
040074,鴻霖停車場,新北市永和區環河東路3段與成功路1段93巷交叉口對面河堤內,-9
060018,新北市青少年圖書館地下平面停車場,新北市新店區安康路2段151號B1、B2汽車格及B1/4~38、53、54號機車格,12
050243,善美停車場,新北市新莊區中正路510號旁停車場,-9
010121,百揚大樓 MEGA TOWER 停車場,新北市板橋區新站路18號B2~B4、4~9F,-9
020169,台灣聯通集賢停車場,新北市三重區集賢路173號B1~B3/1~20、30、34~78、81、88~160號車格位,-9
110026,長揚停車場汐止站,新北市汐止區大同路2段169巷40號之1旁空地,-9
170054,新北文化二路停車場,新北市林口區民享路與文化二路2段88巷交叉口43號旁,-9
110035,便利停車場遠東地下二樓站停車場,新北市汐止區新台五路1段75~81號B2,-9
120017,瑞芳區漁會深澳漁港第二停車場,新北市瑞芳區深澳路20號兩側,-9
020234,中纖大樓停車場,新北市三重區神農街50號B1、B2,-9
020035,新北高中停車場,新北市三重區三信路1號,-9
030008,中和民享市場地下停車場,新北市中和區民享街37號B1,2
020194,三重區永德平面停車場,新北市三重區國道路1段18號對面/國道1號27K+984至28K+134,-9
110103,香帥蛋糕停車場,新北市汐止區汐萬路1段211巷26號旁空地,-9
090066,禮頓企業有限公司三峽大同路停車場,新北市三峽區大同路214號旁空地,-9
040050,永和國小平面停車場,新北市永和區秀朗路1段120號(1樓),-9
050164,晟晁PARK停車場,新北市新莊區中環路2段220號B1~B4,-9
050080,車堡寶實業股份有限公司中原場停車場,新北市新莊區中原路263號對面停車場,-9
080028,鶯歌工商收費停車場(活動中心地下室),新北市鶯歌區中正三路154號活動中心B1/17~21、23~41號車格位,-9
150004,五股區四維平面停車場,新北市五股區四維路與國道路3段交叉口,-9
070051,俊英街停車場,新北市樹林區俊英街123巷58號旁,-9
020235,苡富成功場停車場,新北市三重區成功路21號旁,-9
090065,詮營停車第一停車場,新北市三峽區中山路220巷旁空地,-9
120020,鼻頭港旁平面停車場,新北市瑞芳區鼻頭路237號對面,-9
010215,Times板橋大觀路一段(月租)停車場,新北市板橋區大觀路1段38巷156弄64號旁,-9
140029,珦湦停車場,新北市蘆洲區永安南路1段150-1號對面,-9
070076,金樹林停車場,新北市樹林區福順街2號,-9
010012,玫瑰公園平面停車場,新北市板橋區中正路437號及綠堤街41號對面,22
010003,國光公園平面停車場,新北市板橋區中正路375巷48號左右兩旁,9
010002,廣福公園平面停車場,新北市板橋區廣權路60號/公園入口旁,19
010026,雙十廣場平面停車場,新北市板橋區文化路2段182巷7弄旁停車場,12
230008,八里區渡船頭平面停車場,新北市八里區龍米路2段156號對面,99
230018,八里區龍米平面停車場,新北市八里區龍米路2段150號旁,149
070015,臺北大學特定區停一平面停車場,新北市樹林區學成路481號旁空地,33
140002,蘆洲區鷺江立體停車場,新北市蘆洲區民權路26號,130
180010,葉柏良停車場,新北市深坑區北深路3段5之1號旁,-9
180011,老街停車場(葉阿田),新北市深坑區北深路3段13之1號左側,-9
010237,新月停車場,新北市板橋區新月三街、中正路口,-9
100235,Times淡水新市一路一段停車場,新北市淡水區新市一路79號旁,-9
110104,國揚矽谷停車場,新北市汐止區中興路43號B1~B3(部分申請，車位如登記證),-9
170110,USPACE林口東湖路停車場,新北市林口區東湖路163號旁空地,-9
170109,新北市立林口高中地下停車場,新北市林口區仁愛路2段173號B1/15~31、36、37、40~43、97、103~114、117~120號車位,-9
130081,Times土城興城路停車場,新北市土城區興城路112號旁,-9
050265,新泰游泳池附設停車場,新北市新莊區新泰路502巷1號,-9
170108,東湖國小地下停車場,新北市林口區佳林路200號B1,-9
140071,Times蘆洲水湳街第3停車場,新北市蘆洲區水湳街73-5號旁,-9
090067,三峽區國光街平面停車場,新北市三峽區國光街386-2號對面空地,24
050266,城市車旅新樹停車場,新北市新莊區新樹路687巷29號對面,-9
040064,永龍停車場,新北市永和區環河東路3段與民樂街31巷口對面堤外高灘地,-9
100025,Times淡水原德路停車場,新北市淡水區原德路8號旁,-9
070012,樹林區第七立體停車場,新北市樹林區復興路202號,2
070004,樹林區第六平面停車場,新北市樹林區潭興街文林國小旁,17
070013,樹林區第十三平面停車場,新北市樹林區中山路1段與文化街交叉路口,1
100055,淡海新市停車場,新北市淡水區新市五路三段及崁頂二路交叉口,-9
050127,台灣聯通中原停車場,新北市新莊區中原路520號旁空地,-9
050190,宏匯廣場停車場,新北市新莊區新北大道4段3號B1、B4/737~810號車格及B5~B7,804
040027,USPACE永和耕莘醫院停車場,新北市永和區中興街52巷1弄28號1樓及B3,-9
050267,新莊丹鳳1站停車場,新北市新莊區新北大道7段792號旁,-9
